ResponseId,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,WorkExp,Industry,ConvertedCompYearly
6173,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,Student,2 to 9 employees,Norway,1,Energy,14039
6178,I am a developer by profession,25-34 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",17,11,Other (please specify):,20 to 99 employees,Finland,12,Software Development,139628
6179,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Primary/elementary school,10,7,"Developer, full-stack","10,000 or more employees",Poland,7,Software Development,58154
6187,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,9,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,9,Fintech,63694
6188,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,4,"Developer, full-stack","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,4,Insurance,76433
6191,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,11,"Developer, full-stack",2 to 9 employees,United States of America,11,Software Development,100000
6193,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,9,"Developer, full-stack",2 to 9 employees,Egypt,12,Software Development,3785
6195,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,"Developer, desktop or enterprise applications",100 to 499 employees,Slovenia,10,Software Development,48333
6197,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,12,11,"Developer, full-stack",20 to 99 employees,United States of America,12,Software Development,275000
6198,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, embedded applications or devices",I don’t know,United States of America,5,Software Development,125000
6199,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,17,"Developer, back-end",500 to 999 employees,Switzerland,17,"Internet, Telecomm or Information Services",200550
6202,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,NA,"Developer, full-stack","5,000 to 9,999 employees",Netherlands,10,Higher Education,43304
6203,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,13,"Developer, desktop or enterprise applications",100 to 499 employees,Germany,13,NA,107406
6204,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7,"Developer, back-end","1,000 to 4,999 employees",Brazil,10,Software Development,26108
6207,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",14,8,"Developer, back-end","1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,8,Banking/Financial Services,140127
6208,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,9,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",United States of America,9,Software Development,120000
6209,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,2,"Developer, full-stack","10,000 or more employees",India,2,Software Development,9571
6212,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,1,Data scientist or machine learning specialist,100 to 499 employees,United States of America,3,Software Development,85000
6215,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,7,Blockchain,500 to 999 employees,Switzerland,7,Software Development,367676
6216,I am a developer by profession,35-44 years old,Remote,"Associate degree (A.A., A.S., etc.)",14,11,DevOps specialist,"1,000 to 4,999 employees",United States of America,14,Fintech,140000
6218,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,6,Scientist,20 to 99 employees,United States of America,11,Energy,170000
6219,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,14,"Developer, full-stack",10 to 19 employees,Germany,14,Software Development,75184
6220,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,9,"Developer, full-stack",500 to 999 employees,United States of America,10,Computer Systems Design and Services,127500
6222,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,5,"Developer, back-end",20 to 99 employees,Poland,5,Software Development,66815
6226,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,10,"Developer, full-stack",20 to 99 employees,Bulgaria,10,Other:,54923
6231,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,9,"Developer, back-end",20 to 99 employees,United States of America,9,Healthcare,120000
6233,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,1,DevOps specialist,2 to 9 employees,United States of America,1,NA,120000
6235,I am a developer by profession,25-34 years old,Remote,Something else,6,4,"Developer, mobile",100 to 499 employees,Canada,4,Software Development,98135
6236,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",8,3,DevOps specialist,100 to 499 employees,United States of America,3,Other:,80000
6238,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",7,6,"Developer, back-end",20 to 99 employees,Brazil,6,"Transportation, or Supply Chain",26854
6241,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,3,"Developer, full-stack",10 to 19 employees,United States of America,7,Software Development,100000
6242,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,8,"Developer, embedded applications or devices","1,000 to 4,999 employees",Netherlands,8,Healthcare,64444
6246,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,16,"Developer, back-end","10,000 or more employees",United States of America,16,Software Development,260000
6249,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,Less than 1 year,"Developer, full-stack","5,000 to 9,999 employees",United States of America,3,Healthcare,65000
6250,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,8,2,"Developer, full-stack",20 to 99 employees,Poland,2,Software Development,25489
6251,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,11,Engineering manager,100 to 499 employees,United States of America,22,Software Development,299000
6253,I am a developer by profession,55-64 years old,Remote,Something else,35,33,"Developer, full-stack",2 to 9 employees,Spain,37,"Transportation, or Supply Chain",38666
6255,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,Remote,Some college/university study without earning a degree,25,20,Cloud infrastructure engineer,20 to 99 employees,Canada,20,Software Development,123578
6256,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,22,"Developer, back-end",I don’t know,United States of America,23,Energy,147000
6258,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,2,"Developer, full-stack",500 to 999 employees,Mexico,2,Manufacturing,30189
6259,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,1,"Developer, embedded applications or devices","10,000 or more employees",France,1,Manufacturing,48333
6260,I am a developer by profession,35-44 years old,In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",21,15,"Developer, back-end","1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,21,Fintech,152865
6269,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,"Developer, full-stack",20 to 99 employees,United States of America,6,Software Development,170000
6274,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,5,"Developer, back-end",10 to 19 employees,Poland,7,Other:,56422
6277,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,15,10,"Developer, front-end","10,000 or more employees",Argentina,15,Fintech,120000
6279,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,20,"Developer, full-stack",100 to 499 employees,United States of America,30,Media & Advertising Services,120000
6280,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32,26,"Developer, full-stack",20 to 99 employees,Mexico,27,Software Development,129381
6281,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,12,"Developer, front-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,12,Other:,80254
6282,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,20,"Developer, full-stack",100 to 499 employees,United States of America,20,Healthcare,165000
6284,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,10,"Developer, back-end",100 to 499 employees,Estonia,10,"Internet, Telecomm or Information Services",54240
6289,I am a developer by profession,35-44 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20,14,"Developer, back-end",20 to 99 employees,Italy,18,"Transportation, or Supply Chain",51018
6290,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,21,Data engineer,100 to 499 employees,Germany,25,Higher Education,91295
6291,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,11,System administrator,"10,000 or more employees",United States of America,11,Government,72000
6293,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,2,"Developer, full-stack",500 to 999 employees,Poland,2,"Internet, Telecomm or Information Services",24
6298,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10,9,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,10,Software Development,270000
6300,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,12,"Developer, full-stack",10 to 19 employees,"Iran, Islamic Republic of...",15,Software Development,7128
6302,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,12,"Developer, front-end",500 to 999 employees,Brazil,12,Banking/Financial Services,52216
6303,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,16,15,"Developer, front-end",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,16,Computer Systems Design and Services,171974
